date,symbol,action,timestamp,message,entry,close,profit,percentage,result,klines,balance
2021-06-30 11:23:01,ETH,buy,1625052181000,"#eth rebuy **0.061sat** ~ **2150$

**s/l **2050$

**target **10%**",2145.95,2136.3,-0.449684289,-0.00449684289,end,"[[1625052240000, '2145.95000000', '2146.00000000', '2141.57000000', '2141.90000000', '1169.78551000', 1625052299999, '2508402.74823180', 1135, '755.53921000', '1620059.71036760', '0'], [1625052300000, '2141.98000000', '2144.19000000', '2139.02000000', '2139.63000000', '709.87099000', 1625052359999, '1520355.74188550', 817, '258.58776000', '553881.52911560', '0'], [1625052360000, '2139.64000000', '2139.64000000', '2135.26000000', '2136.30000000', '1046.22849000', 1625052419999, '2235587.95805440', 1161, '648.96112000', '1386650.87653940', '0']]",100.6162423
2021-06-30 12:09:37,BTC,buy,1625054977000,"oh guys, here is my last effort

#btc buy setup !!!

t.me/rosecryptochannel",34899.99,34993.52,0.2679943461,0.002679943461,end,"[[1625055000000, '34899.99000000', '34972.58000000', '34895.01000000', '34970.64000000', '73.09017300', 1625055059999, '2553528.68757681', 1123, '51.28557000', '1791747.77989503', '0'], [1625055060000, '34970.64000000', '35010.85000000', '34960.01000000', '34960.01000000', '153.84005900', 1625055119999, '5383386.61911841', 1901, '119.88443600', '4195323.61241468', '0'], [1625055120000, '34960.00000000', '34995.00000000', '34942.06000000', '34993.52000000', '76.04550500', 1625055179999, '2659998.32705713', 1027, '60.36521400', '2111527.58837969', '0']]",100.1637869
2021-07-02 23:10:23,SLP,buy,1625267423000,"#slp spot

buying small bag below 0.15

target open",0.1519,0.150381,-1,-0.01,stop loss,"[[1625267460000, '0.15190000', '0.15220000', '0.15040000', '0.15050000', '902587.00000000', 1625267519999, '136803.82260000', 505, '511203.00000000', '77692.88820000', '0'], [1625267520000, '0.15060000', '0.15090000', '0.15000000', '0.15030000', '509473.00000000', 1625267579999, '76739.43030000', 224, '333759.00000000', '50322.15670000', '0'], [1625267580000, '0.15000000', '0.15040000', '0.14780000', '0.14880000', '760171.00000000', 1625267639999, '113213.14650000', 731, '177667.00000000', '26450.58470000', '0']]",100.4322202
2021-07-03 8:00:18,BTC,buy,1625299218000,"#btc buy setup

rr 3",34533.11,34422.78,-0.3194904832,-0.003194904832,end,"[[1625299260000, '34533.11000000', '34539.22000000', '34484.26000000', '34493.22000000', '103.36797400', 1625299319999, '3566670.50427434', 1516, '43.66438100', '1506539.89032413', '0'], [1625299320000, '34494.23000000', '34499.93000000', '34450.00000000', '34478.11000000', '98.65351000', 1625299379999, '3400583.96462802', 1795, '27.72659000', '955623.31312690', '0'], [1625299380000, '34478.11000000', '34491.07000000', '34410.00000000', '34422.78000000', '200.08430800', 1625299439999, '6889610.12197028', 1787, '23.30664900', '802520.05159465', '0']]",99.42789797
2021-07-03 8:12:02,BAL,buy,1625299922000,#bal buy setup,22.786,22.55814,-1,-0.01,stop loss,"[[1625299980000, '22.78600000', '22.81000000', '22.50000000', '22.56500000', '7805.39000000', 1625300039999, '176577.47805700', 440, '4371.82200000', '98931.24259000', '0'], [1625300040000, '22.56100000', '22.61200000', '22.42800000', '22.50100000', '4643.36600000', 1625300099999, '104457.05499700', 364, '1221.43400000', '27521.65360400', '0'], [1625300100000, '22.47400000', '22.56300000', '22.26800000', '22.41600000', '11962.89300000', 1625300159999, '267661.31024500', 664, '7136.53600000', '159666.41278000', '0']]",99.1102353
2021-07-03 8:55:26,ETC,buy,1625302526000,#etc buy setup,57.457,57.6,0.2488817725,0.002488817725,end,"[[1625302560000, '57.45700000', '57.94700000', '57.43200000', '57.54900000', '22101.49400000', 1625302619999, '1274608.72310900', 2220, '10346.95800000', '596567.63851200', '0'], [1625302620000, '57.55700000', '57.75800000', '57.55500000', '57.62300000', '9402.03600000', 1625302679999, '542101.99814400', 813, '5838.18200000', '336640.59146600', '0'], [1625302680000, '57.63600000', '57.65100000', '57.51400000', '57.60000000', '6165.55600000', 1625302739999, '354902.86742200', 566, '2203.37000000', '126836.67283200', '0']]",98.11913294
2021-07-03 9:03:14,AAVE,buy,1625302994000,#aave buy setup,256.02,255.15,-0.3398172018,-0.003398172018,end,"[[1625303040000, '256.02000000', '256.31000000', '255.57000000', '255.85000000', '1029.93250000', 1625303099999, '263635.83361500', 486, '368.09220000', '94204.72949000', '0'], [1625303100000, '255.84000000', '256.33000000', '255.67000000', '256.24000000', '933.74560000', 1625303159999, '239091.72485100', 292, '546.14370000', '139844.93560000', '0'], [1625303160000, '256.13000000', '256.18000000', '254.75000000', '255.15000000', '1245.29770000', 1625303219999, '317968.97455400', 710, '694.11400000', '177211.98194400', '0']]",98.36333358
2021-07-03 11:55:37,UNI,buy,1625313337000,#uni buy scalp setup,18.903,18.893,-0.05290165582,-0.0005290165582,end,"[[1625313360000, '18.90300000', '18.94900000', '18.89600000', '18.92300000', '11744.11000000', 1625313419999, '222315.54962700', 313, '2899.35700000', '54896.31818400', '0'], [1625313420000, '18.92000000', '18.92000000', '18.89600000', '18.90400000', '2429.54800000', 1625313479999, '45944.48495800', 97, '1253.16100000', '23698.61068600', '0'], [1625313480000, '18.90200000', '18.91200000', '18.89200000', '18.89300000', '532.79600000', 1625313539999, '10071.20762300', 51, '119.88800000', '2266.48093600', '0']]",98.02907805
2021-07-03 14:11:29,SAND,buy,1625321489000,"#sand swing buy

i think this is the next axs",0.26686,0.26694,0.02997826576,0.0002997826576,end,"[[1625321520000, '0.26686000', '0.26872000', '0.26563000', '0.26766000', '645445.80000000', 1625321579999, '172518.80942500', 535, '303861.00000000', '81284.56429800', '0'], [1625321580000, '0.26765000', '0.26800000', '0.26677000', '0.26776000', '250891.20000000', 1625321639999, '67063.87443400', 257, '215726.60000000', '57662.08113900', '0'], [1625321640000, '0.26775000', '0.26779000', '0.26636000', '0.26694000', '213229.30000000', 1625321699999, '56969.58004200', 148, '85757.60000000', '22914.38588200', '0']]",97.97721905
2021-07-04 4:30:47,ALICE,buy,1625373047000,"#alice swing buy setup

sand alice will follow axs 

nfts.",4.4173,4.4449,0.6248160641,0.006248160641,end,"[[1625373060000, '4.41730000', '4.45480000', '4.41120000', '4.44620000', '17789.76000000', 1625373119999, '78977.44182700', 218, '13688.40000000', '60758.10316800', '0'], [1625373120000, '4.45070000', '4.45850000', '4.44670000', '4.45550000', '10456.49000000', 1625373179999, '46536.57140500', 147, '2925.08000000', '13029.41872000', '0'], [1625373180000, '4.45000000', '4.45580000', '4.44490000', '4.44490000', '7752.13000000', 1625373239999, '34516.47552900', 79, '4826.61000000', '21499.83424900', '0']]",98.00659092
2021-07-04 5:41:39,ETH,buy,1625377299000,"#eth looks bullish to me. in chart, i see it can move higher to 2k5 

but there is a below gap at 2k1 so i feel uncomfortable for buying 🥺",2258.68,2271.77,0.5795420334,0.005795420334,end,"[[1625377320000, '2258.68000000', '2275.00000000', '2252.17000000', '2266.18000000', '6919.90495000', 1625377379999, '15679438.97266690', 11693, '4155.11782000', '9419090.12459110', '0'], [1625377380000, '2266.17000000', '2274.96000000', '2262.92000000', '2271.06000000', '2867.19122000', 1625377439999, '6508241.84234610', 4175, '1627.37312000', '3694502.04485350', '0'], [1625377440000, '2271.05000000', '2272.11000000', '2268.42000000', '2271.77000000', '1153.03403000', 1625377499999, '2617801.53496540', 1714, '649.90108000', '1475460.54808340', '0']]",98.61895184
2021-07-04 7:27:08,CRV,buy,1625383628000,"#crv 

last season it is low performance but i bet it will blast when everything in shop.

- tvl in top 1ranking.
- negative funding accumulation for so long.

spot buying ~1.7-1.8

tp1: 90%",1.818,1.817,-0.05500550055,-0.0005500550055,end,"[[1625383680000, '1.81800000', '1.82000000', '1.81600000', '1.81700000', '81213.07800000', 1625383739999, '147570.18457600', 194, '20945.43600000', '38089.94184000', '0'], [1625383740000, '1.81700000', '1.81800000', '1.80900000', '1.81500000', '36021.05400000', 1625383799999, '65334.31574600', 177, '21427.28900000', '38849.21287100', '0'], [1625383800000, '1.81500000', '1.81900000', '1.81400000', '1.81700000', '30659.51700000', 1625383859999, '55714.12495700', 95, '19337.82600000', '35145.71784200', '0']]",99.19049012
2021-07-05 5:20:23,GRT,buy,1625462423000,"high risk scalp - breakout trade

#grt buy setup",0.7781,0.7769,-0.1542218224,-0.001542218224,end,"[[1625462460000, '0.77810000', '0.77950000', '0.77240000', '0.77480000', '612335.89000000', 1625462519999, '475430.13194200', 972, '272280.18000000', '211575.66891600', '0'], [1625462520000, '0.77550000', '0.77890000', '0.77540000', '0.77620000', '308084.70000000', 1625462579999, '239418.41403700', 455, '168691.58000000', '131121.10416500', '0'], [1625462580000, '0.77650000', '0.77860000', '0.77330000', '0.77690000', '267986.64000000', 1625462639999, '208051.75144100', 454, '90749.52000000', '70464.24680800', '0']]",99.1359299
2021-07-06 4:24:11,BNB,buy,1625545451000,#bnb buy setup !!,312,313.53,0.4903846154,0.004903846154,end,"[[1625545500000, '312.00000000', '312.50000000', '311.81000000', '312.29000000', '5358.59950000', 1625545559999, '1672650.16883100', 2061, '3793.58960000', '1184211.39470300', '0'], [1625545560000, '312.32000000', '312.77000000', '312.22000000', '312.60000000', '2509.28850000', 1625545619999, '784164.63179600', 1141, '1116.11490000', '348881.33767600', '0'], [1625545620000, '312.60000000', '314.00000000', '312.37000000', '313.53000000', '10485.28710000', 1625545679999, '3283143.69103000', 3024, '8526.93640000', '2670304.38459300', '0']]",98.98304066
2021-07-06 12:41:12,KEEP,buy,1625575272000,#keep buy setup,0.2868,0.2904,1.255230126,0.01255230126,end,"[[1625575320000, '0.28680000', '0.29620000', '0.28610000', '0.29280000', '996080.00000000', 1625575379999, '290537.08070000', 951, '711596.00000000', '207319.79720000', '0'], [1625575380000, '0.29350000', '0.29570000', '0.28850000', '0.28930000', '644578.00000000', 1625575439999, '188257.64420000', 479, '230811.00000000', '67639.71140000', '0'], [1625575440000, '0.28950000', '0.29300000', '0.28900000', '0.29040000', '153173.00000000', 1625575499999, '44612.33840000', 249, '75393.00000000', '21970.33790000', '0']]",99.46843826
2021-07-21 12:28:51,ETH,buy,1626870531000,"i am buying #eth at 1k9 level.

looking for the spike of price at **london upgrade and eip-1559 rollout** at **aug

s/l 10%

target up to 2k9 - 50% from here

**t.me/rosecryptochannel
__(similar thing happened at btc halving 2020, btc up rose 50% within 20 days)__",1915.13,1911.47,-0.1911097419,-0.001911097419,end,"[[1626870540000, '1915.13000000', '1917.49000000', '1915.13000000', '1916.87000000', '999.83303000', 1626870599999, '1916179.17229950', 1191, '737.24659000', '1412855.91438920', '0'], [1626870600000, '1916.87000000', '1918.06000000', '1913.08000000', '1913.86000000', '1035.42186000', 1626870659999, '1982646.26954220', 1052, '300.81963000', '576204.47470150', '0'], [1626870660000, '1913.86000000', '1914.56000000', '1910.98000000', '1911.47000000', '696.75308000', 1626870719999, '1332311.78425080', 1157, '280.36980000', '536130.32597100', '0']]",100.7169961
2021-07-27 9:16:41,SLP,buy,1627377401000,#slp buy setup,0.2893,0.2959,2.281368821,0.02281368821,end,"[[1627377420000, '0.28930000', '0.29200000', '0.28900000', '0.29140000', '2350852.00000000', 1627377479999, '682386.75060000', 5084, '1492632.00000000', '433221.51670000', '0'], [1627377480000, '0.29140000', '0.29400000', '0.29110000', '0.29400000', '1495696.00000000', 1627377539999, '438228.15040000', 2836, '887245.00000000', '259969.63940000', '0'], [1627377540000, '0.29400000', '0.29750000', '0.29350000', '0.29590000', '2192995.00000000', 1627377599999, '647314.29350000', 4389, '1446892.00000000', '427389.08630000', '0']]",100.5245161
2021-07-28 1:18:08,LIT,buy,1627435088000,"#lit buy setup

the 4th trade we run for it.",3.9601,3.973,0.3257493498,0.003257493498,end,"[[1627435140000, '3.96010000', '3.97060000', '3.94420000', '3.95890000', '16498.77000000', 1627435199999, '65328.63758300', 372, '7305.00000000', '28944.18482100', '0'], [1627435200000, '3.95820000', '3.98060000', '3.95300000', '3.97270000', '19913.24000000', 1627435259999, '79085.16360000', 357, '8051.12000000', '31956.70469400', '0'], [1627435260000, '3.97280000', '3.97320000', '3.96090000', '3.97300000', '3342.63000000', 1627435319999, '13265.73439100', 83, '1781.48000000', '7069.81848200', '0']]",102.817851
2021-07-28 6:30:39,BTC,buy,1627453839000,"#btc here is quick update in short term time frame

currently monthly candle is already in green 15% at 40k now.

i don't think there will be any big move for the rest of month.


i guess monthly will be green but the percentage should be below 10%

i still hold btc & ett at lows.

at this point, zoom out in small time frame, if you want to buy or add more, the suggested zone is **37k**",39800,39826.9,0.0675879397,0.000675879397,end,"[[1627453860000, '39800.00000000', '39834.34000000', '39798.12000000', '39805.87000000', '51.56642200', 1627453919999, '2052984.85332715', 1100, '23.44888500', '933496.47669784', '0'], [1627453920000, '39805.86000000', '39840.00000000', '39802.77000000', '39830.08000000', '37.35468200', 1627453979999, '1487640.13257088', 817, '18.08754600', '720351.07920352', '0'], [1627453980000, '39830.08000000', '39849.92000000', '39821.34000000', '39826.90000000', '26.37534900', 1627454039999, '1050657.76688515', 590, '15.76201900', '627887.74285872', '0']]",103.1527795
2021-07-29 0:09:07,BTC,buy,1627517347000,"#btc buy setup

rr 1.8",39999.91,40003.26,0.008375018844,8.38E-05,end,"[[1627517400000, '39999.91000000', '40028.72000000', '39990.14000000', '39990.14000000', '21.09518800', 1627517459999, '844002.53772422', 494, '14.64996900', '586141.87806370', '0'], [1627517460000, '39990.14000000', '40020.76000000', '39959.07000000', '40004.99000000', '24.88207300', 1627517519999, '995316.41624834', 589, '11.72208500', '468916.74909150', '0'], [1627517520000, '39998.29000000', '40017.35000000', '39993.05000000', '40003.26000000', '17.44963400', 1627517579999, '698124.07605314', 362, '9.19868400', '368023.80211784', '0']]",103.2224984
2021-07-29 0:33:33,ALICE,buy,1627518813000,"nft trend is over ? i don't think so.

it is expected me it can last till end of september.

#alice wait to buy at 11.7",13.7235,13.6172,-0.7745837432,-0.007745837432,end,"[[1627518840000, '13.72350000', '13.73090000', '13.62590000', '13.67210000', '11473.13000000', 1627518899999, '156897.84824800', 298, '5662.08000000', '77458.56500600', '0'], [1627518900000, '13.68540000', '13.72770000', '13.64980000', '13.67560000', '9254.88000000', 1627518959999, '126706.79390800', 265, '5172.90000000', '70831.55675900', '0'], [1627518960000, '13.68040000', '13.68530000', '13.60000000', '13.61720000', '15616.28000000', 1627519019999, '212842.90605600', 458, '6632.70000000', '90443.40259600', '0']]",103.2311433
2021-08-04 8:03:33,ALICE,buy,1628064213000,#alice buy setup,13.1693,13.169,-0.002278025408,-2.28E-05,end,"[[1628064240000, '13.16930000', '13.22410000', '13.12540000', '13.13630000', '67624.23000000', 1628064299999, '890611.58870600', 2301, '30601.13000000', '403136.21676600', '0'], [1628064300000, '13.14490000', '13.25000000', '13.09970000', '13.21800000', '44672.95000000', 1628064359999, '589019.73285100', 1473, '23494.09000000', '309842.73766600', '0'], [1628064360000, '13.22220000', '13.25000000', '13.14950000', '13.16900000', '44870.43000000', 1628064419999, '592665.80408300', 963, '19492.64000000', '257668.73349200', '0']]",102.4315316
2021-08-04 8:07:44,SAND,buy,1628064464000,"#sand buy setup

nfts are running",0.62743,0.62689,-0.08606537781,-0.0008606537781,end,"[[1628064480000, '0.62743000', '0.62792000', '0.62513000', '0.62600000', '386365.80000000', 1628064539999, '242124.58716300', 400, '176528.10000000', '110635.95130500', '0'], [1628064540000, '0.62631000', '0.62678000', '0.62309000', '0.62419000', '321965.40000000', 1628064599999, '201357.12265900', 379, '142371.00000000', '89075.00899600', '0'], [1628064600000, '0.62368000', '0.62827000', '0.62352000', '0.62689000', '354932.80000000', 1628064659999, '222545.57814300', 418, '108669.10000000', '68098.22650000', '0']]",102.4291982
2021-08-04 8:32:50,AXS,buy,1628065970000,#axs buy setup,41.0114,41.016,0.01121639349,0.0001121639349,end,"[[1628065980000, '41.01140000', '41.06520000', '40.72390000', '40.79460000', '34713.19000000', 1628066039999, '1418481.86931100', 1069, '22389.65000000', '914706.23371100', '0'], [1628066040000, '40.82400000', '41.04280000', '40.80620000', '41.00000000', '16956.87000000', 1628066099999, '694333.20469100', 540, '8193.92000000', '335737.05289800', '0'], [1628066100000, '41.00000000', '41.03640000', '40.90620000', '41.01600000', '3446.17000000', 1628066159999, '141285.75213300', 233, '1186.07000000', '48635.76842000', '0']]",102.3410421
2021-08-04 23:43:10,ETH,buy,1628120590000,"#eth right now up 45%

it is almost under 2k8 resistance. still little rom ahead

i am happy to to take profit almost my spot position here

definitely will rebuy cheaper",2727.42,2720.01,-0.271685329,-0.00271685329,end,"[[1628120640000, '2727.42000000', '2732.31000000', '2727.40000000', '2730.28000000', '244.32768000', 1628120699999, '667061.22784540', 410, '152.23046000', '415647.68836730', '0'], [1628120700000, '2730.49000000', '2731.09000000', '2721.31000000', '2722.90000000', '609.22119000', 1628120759999, '1660066.31793390', 780, '121.05544000', '330069.80337380', '0'], [1628120760000, '2722.90000000', '2722.90000000', '2716.88000000', '2720.01000000', '941.62681000', 1628120819999, '2560548.24479290', 1269, '384.66391000', '1045977.97835100', '0']]",102.3525211
2021-08-06 3:18:23,LTC,buy,1628219903000,"#ltc buy 141-145

tp 154-167-179

sl 134",145.99,146.41,0.2876909377,0.002876909377,end,"[[1628219940000, '145.99000000', '146.62000000', '145.95000000', '146.54000000', '3568.34473000', 1628219999999, '522051.22841770', 1794, '2210.89795000', '323450.51863880', '0'], [1628220000000, '146.54000000', '146.75000000', '146.50000000', '146.75000000', '4297.91943000', 1628220059999, '629996.68291040', 791, '1070.89683000', '156997.58365600', '0'], [1628220060000, '146.75000000', '146.80000000', '146.16000000', '146.41000000', '2329.85721000', 1628220119999, '341282.83221130', 3043, '690.49546000', '101108.12237350', '0']]",102.0744443
2021-08-06 15:02:39,MDX,buy,1628262159000,"#mdx 

buying spot small size below 1.3

tp1 50%
tp2 open",1.2803,1.2897,0.7342029212,0.007342029212,end,"[[1628262180000, '1.28030000', '1.29540000', '1.27930000', '1.28530000', '212567.63000000', 1628262239999, '274043.94796300', 1392, '123630.24000000', '159446.16291800', '0'], [1628262240000, '1.28910000', '1.28990000', '1.28090000', '1.28290000', '70979.23000000', 1628262299999, '91309.16896300', 254, '24230.57000000', '31176.65332900', '0'], [1628262300000, '1.28290000', '1.29110000', '1.28290000', '1.28970000', '101021.54000000', 1628262359999, '130094.81099200', 205, '76039.09000000', '97910.44425100', '0']]",102.3681032
2021-08-07 4:39:31,OGN,buy,1628311171000,#ogn buy setup,0.8837,0.8817,-0.2263211497,-0.002263211497,end,"[[1628311200000, '0.88370000', '0.88810000', '0.88200000', '0.88410000', '352217.54000000', 1628311259999, '311618.93119800', 665, '187472.56000000', '165894.62003600', '0'], [1628311260000, '0.88380000', '0.88640000', '0.88310000', '0.88350000', '76341.50000000', 1628311319999, '67557.67077300', 266, '42462.51000000', '37586.08133800', '0'], [1628311320000, '0.88350000', '0.88350000', '0.87760000', '0.88170000', '96905.16000000', 1628311379999, '85385.21576700', 415, '56305.84000000', '49623.63792000', '0']]",103.1196928
2021-08-07 23:43:58,ADA,buy,1628379838000,"#ada double bottom printed as eth before

slightly break out

below 1.5 is for buying

tp1: +30% from green zone.",1.4722,1.471,-0.08151066431,-0.0008151066431,end,"[[1628379840000, '1.47220000', '1.47410000', '1.46970000', '1.47300000', '423077.89000000', 1628379899999, '622914.47514400', 2214, '213666.75000000', '314686.94606700', '0'], [1628379900000, '1.47320000', '1.47420000', '1.46940000', '1.47000000', '165150.54000000', 1628379959999, '243111.08677500', 967, '46882.53000000', '69028.03811000', '0'], [1628379960000, '1.47010000', '1.47410000', '1.46880000', '1.47100000', '263574.30000000', 1628380019999, '387849.33540200', 2654, '127245.46000000', '187306.06320500', '0']]",102.8863112
2021-08-08 16:23:55,BTC,buy,1628439835000,"long view #btc

bullish till the end of this year

we will see frequently small corrections (10-20%) along the way.

in small time frame, good buyzone should be at 40.5

t.me/rosecryptochannel",44241.37,44159.46,-0.1851434528,-0.001851434528,end,"[[1628439840000, '44241.37000000', '44243.51000000', '44203.79000000', '44210.00000000', '25.78153800', 1628439899999, '1140067.74369117', 710, '16.35883200', '723362.65266423', '0'], [1628439900000, '44210.01000000', '44210.01000000', '44144.78000000', '44154.74000000', '29.01398100', 1628439959999, '1281777.45303020', 783, '6.81206100', '300915.24969944', '0'], [1628439960000, '44153.43000000', '44183.87000000', '44113.41000000', '44159.46000000', '33.62535200', 1628440019999, '1484387.64521385', 939, '13.44256200', '593392.08833973', '0']]",102.8024478
2021-08-09 10:14:48,ETH,buy,1628504088000,"#eth buy setup

rr 2",3066.58,3060.13,-0.2103320311,-0.002103320311,end,"[[1628504100000, '3066.58000000', '3075.00000000', '3065.00000000', '3074.67000000', '1005.93869000', 1628504159999, '3088523.89392750', 2529, '647.12867000', '1987371.12422850', '0'], [1628504160000, '3074.50000000', '3075.00000000', '3066.50000000', '3067.41000000', '1146.91326000', 1628504219999, '3522277.26753920', 1873, '472.59007000', '1451186.38413490', '0'], [1628504220000, '3067.42000000', '3067.78000000', '3058.01000000', '3060.13000000', '1797.53285000', 1628504279999, '5505399.35345120', 3795, '639.24236000', '1957822.67475440', '0']]",102.6121158
